title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,sell_through_rate,demand_tier,revenue_proxy_usd,log_sold,log_revenue_proxy,sqrt_available,resolution_class,has_night_vision,has_color_night,has_wide_angle,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score
3PACK Water Leakage Alarm Detector 120dB Water Leak Sensors Overflow Alert USA,Unknown,,,Water Leak Alarm,Sensors & Motion Detectors,Other/Generic,Generic/Unknown,New,5,11.46,12.59,8.98,1.13,1,Budget (<$25),2.522524,,82.0,10.0,0.8913,Medium Demand,939.72,4.418841,6.846646,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,0,68.2,Seller_242,Baldwin Park,California,United States,2,27,0.069,0,2.0,99.5
Lorex 4K+12MP 16 Camera Capable (8 Wired + 8 Fusion Wi-Fi) NVR - Open Box,Lorex,N910A62-R,695529059310,Other,IP/Smart Camera Systems,Lorex,Prosumer,Open Box,4,274.99,,0.0,0.0,0,Premium ($200–$500),5.620365,,61.0,5.0,0.9242,Medium Demand,16774.39,4.127134,9.727668,2.2361,4K,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,1,2,66.82,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2.0,99.5
Astak Digital Video Recorder,Astak,,,Box Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,16.99,,0.0,0.0,0,Budget (<$25),2.889816,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,27.45,Seller_243,Hilo,HI,United States,168,11,0.9385,0,31.0,91.5
"4MP Solar Powered, 4 Cam Kit, Color Night Vision, 360° PTZ, 500G HDD Local Reco",Kcsnyo,,313085250209,Other,Security Cameras,Other/Generic,Other Brand,New,5,340.23,,0.0,0.0,0,Premium ($200–$500),5.832557,,1.0,6.0,0.1429,Low Demand,340.23,0.693147,5.832557,2.4495,4MP,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,34.58,Seller_244,Portland,OR,United States,208,11,0.9498,0,14.0,96.2
Roku Smart Home Wireless Video Doorbell & Chime - 1440p HD Night Vision,Roku,,,Other,Security Cameras,Other/Generic,Other Brand,New,5,42.0,,0.0,0.0,0,Value ($25–$75),3.7612,,25.0,5.0,0.8333,Medium Demand,1050.0,3.258097,6.957497,2.2361,2K/2MP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,2,62.43,Seller_245,Jacksonville,FL,United States,168,11,0.9385,0,11.0,97.0
Arlo Pro 4 VMC4041P Spotlight Indoor/Outdoor Camera White(Set of 4),Arlo,VMC4041P,,Box Camera,Security Cameras,Arlo,Premium Consumer,Used,2,89.99,,0.0,0.0,0,Mid-Range ($75–$200),4.51075,,6.0,4.0,0.6,Low Demand,539.94,1.94591,6.293308,2.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,1,0,53.85,Seller_91,Sun Valley,CA,United States,162,19,0.895,0,2.0,99.5
FUJITSU IP-920E HD/SD MPEG4 AVC VIDEO ENCODER,Fujitsu,,,Compact Video Encoder,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,209.99,249.99,16.0,40.0,1,Premium ($200–$500),5.351811,,,2.0,0.0,No Sales Data,0.0,0.0,0.0,1.4142,720P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,30.27,Seller_246,Commerce City,CO,United States,167,16,0.9126,0,55.0,84.9
2PCS/Lot Hiseeu Wifi Solar Security Camera 2.4G/5GWiFi For Home Security Use,Hiseeu,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,39.99,62.99,36.51,23.0,1,Value ($25–$75),3.713328,,15.0,10.0,0.6,Medium Demand,599.85,2.772589,6.398345,3.1623,Unknown,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,64.8,Seller_55,Perth Amboy,New Jersey,United States,1,52,0.0189,1,2.0,99.5
PTZOptics Move SE – 3rd Generation PTZ Camera - No Power Included,Ptz Optics,,,Ptz Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,600.0,,0.0,0.0,0,High-End ($500–$1.5K),6.398595,,2.0,1.0,0.6667,Low Demand,1200.0,1.098612,7.09091,1.0,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,56.34,Seller_247,Tampa,FL,United States,168,11,0.9385,0,4.0,98.9
Dual Lens 4K WiFi Security Camera 8X Zoom Outdoor Home Night Vision CCTV PTZ,Hanks Minerals,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,34.98,,0.0,0.0,0,Value ($25–$75),3.582963,,354.0,10.0,0.9725,High Demand,12382.92,5.872118,9.424154,3.1623,4K,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,3,68.48,Seller_248,Indianapolis,IN,United States,126,59,0.6811,0,5.0,98.6
Ring Alarm Motion Detector (2nd gen) Z-Wave - 5AT2S9 - 2 Pack (/RT6-22964-5AT...,Ring,,,Motion Detector,Sensors & Motion Detectors,Ring (Amazon),Premium Consumer,Open Box,4,28.99,,0.0,0.0,0,Value ($25–$75),3.400864,,825.0,10.0,0.988,High Demand,23916.75,6.716595,10.082376,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,2,0,67.54,Seller_249,Skokie,IL,United States,162,19,0.895,0,24.0,93.4
Honeywell 8 Channel DVR Model HRGX85 960H,Honeywell,,,Surveillance Recording,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,50.0,,0.0,0.0,0,Value ($25–$75),3.931826,6.25,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,1,0.0,Seller_250,Laurel,MD,United States,168,11,0.9385,0,,
Orbitell 1080p WiFi Video Doorbell Camera 2-Way Audio Night Vision AI,Unknown,Orbitell,,Other,Security Cameras,Other/Generic,Generic/Unknown,New,5,16.99,,0.0,0.0,0,Budget (<$25),2.889816,,1.0,9.0,0.1,Low Demand,16.99,0.693147,2.889816,3.0,1080P,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,2,32.26,Seller_251,Chicago,Illinois,United States,1,12,0.0769,1,21.0,94.2
Mini Camara Oculta Espia De Seguridad WiFi 1080P Inalambrica Con Audio y Video,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,18.99,,0.0,0.0,0,Budget (<$25),2.995232,,111.0,10.0,0.9174,Medium Demand,2107.89,4.718499,7.653917,3.1623,1080P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,66.22,Seller_252,Ontario,California,United States,43,172,0.2,0,6.0,98.4
ANNKE 5MP 8CH/16CH DVR Audio Security Camera System Outdoor Color Night Vision,Annke,,,Complete System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,153.99,,0.0,0.0,0,Mid-Range ($75–$200),5.043361,19.25,24.0,20.0,0.5455,Medium Demand,3695.76,3.218876,8.215212,4.4721,5MP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8.0,1,3,46.24,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,68.0,81.4
4K SolarCam P1 Max with aosuCortex System. New Open Box Never Used   (4 Cameras),Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,330.0,,0.0,0.0,0,Premium ($200–$500),5.802118,,,,,No Sales Data,0.0,0.0,0.0,0.0,4K,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,0.0,Seller_253,Cumberland,MD,United States,168,11,0.9385,0,,
VIVOSUN GrowCam C4 2K QHD WiFi Smart Camera for Grow Tent & Home Camera,Vivosun,,,Smart Camera For Grow Tent,Security Cameras,Other/Generic,Other Brand,New,5,44.99,,0.0,0.0,0,Value ($25–$75),3.828424,,127.0,10.0,0.927,Medium Demand,5713.73,4.85203,8.650802,3.1623,2K/2MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,66.93,Seller_254,Ontario,California,United States,1,28,0.0345,1,2.0,99.5
1080P HD Indoor Window Camera Night Vision Motion Alert App Audio No Monthly Fee,The Smart Home,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,18.95,,0.0,0.0,0,Budget (<$25),2.993229,,25.0,10.0,0.7143,Medium Demand,473.75,3.258097,6.162788,3.1623,1080P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,57.91,Seller_255,South El Monte,CA,United States,167,13,0.9278,0,8.0,97.8
"eufy Security eufyCam S3 Pro Add-on Camera with Solar Panel, Outdoor Wireless 4K",Eufy,AKT8162,194644210670,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,159.99,219.99,27.27,60.0,1,Mid-Range ($75–$200),5.081342,,1949.0,28.0,0.9858,Viral (Top 5%),311820.51,7.575585,12.650186,5.2915,4K,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,77.46,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
SANNCE 4IN1 HD 1080P Night Vision Outdoor CCTV Security Camera Home Surveillance,Sannce,SN-C51EU0103-V1,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,16.91,,0.0,0.0,0,Budget (<$25),2.885359,,137.0,10.0,0.932,Medium Demand,2316.67,4.927254,7.748318,3.1623,1080P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,67.04,Seller_43,Hebron,KY,United States,162,60,0.7297,0,3.0,99.2
eufy Security Garage Door Sensor Add-On for Garage-Control Cam and Cam Plus,Eufy,AKT8450,194644082901,Door Sensor,Sensors & Motion Detectors,Eufy (Anker),Premium Consumer,Certified Refurbished,3,15.29,34.99,56.3,19.7,1,Budget (<$25),2.790551,,290.0,7.0,0.9764,High Demand,4434.1,5.673323,8.397305,2.6458,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,85.8,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
"16 Channel Digital Video Recorder Model: LRA3160N, Pre-Owned .",LG,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,126.0,150.0,16.0,24.0,1,Mid-Range ($75–$200),4.844187,7.88,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16.0,1,0,33.81,Seller_256,Anaheim,CA,United States,162,20,0.8901,0,12.0,96.7
4/8 Channel H.265 1080P DVR with Hard Drive 500GB for Security Camera System USA,Kerui,,,Digital Video Recorder,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,68.99,,0.0,0.0,0,Value ($25–$75),4.248352,8.62,22.0,10.0,0.6875,Medium Demand,1517.78,3.135494,7.325663,3.1623,1080P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,1,57.17,Seller_257,Perth Amboy,NJ,United States,168,54,0.7568,0,4.0,98.9
Bosch NIN-63023-A3-A Flexidome IP Starlight 6000 Dome 2MP HDR Security Camera,Bosch,NIN-63023-A3-A,,Securitysystem,Security Cameras,Other/Generic,Premium Enterprise,Used,2,100.0,,0.0,0.0,0,Mid-Range ($75–$200),4.615121,,1.0,6.0,0.1429,Low Demand,100.0,0.693147,4.615121,2.4495,2K/2MP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,34.16,Seller_68,Atlanta,GA,United States,162,19,0.895,0,19.0,94.8
Lorex Fusion 4K 16 Camera Capable (Wired / Fusion Wi-Fi) 4TB NVR,Lorex,N864A64B,695529052106,Other,Uncategorized,Lorex,Prosumer,New,5,419.99,,0.0,0.0,0,Premium ($200–$500),6.042609,,18.0,10.0,0.6429,Medium Demand,7559.82,2.944439,8.930735,3.1623,4K,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,2,55.57,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2.0,99.5
BOLIDE (BN-NVR/S4POE) 4-Channel PoE Network Video Recorder,Bolide,,,NVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,88.0,,0.0,0.0,0,Mid-Range ($75–$200),4.488636,22.0,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.0,1,1,18.33,Seller_258,Anaheim,California,United States,1,11,0.0833,1,142.0,61.1
New Sealed Arlo Ultra 4K 3rd Gen Single Add On Camera Battery Powered,Arlo,,193108149785,Camera,IP/Smart Camera Systems,Arlo,Premium Consumer,New,5,129.95,,0.0,0.0,0,Mid-Range ($75–$200),4.874816,,2.0,4.0,0.3333,Low Demand,259.9,1.098612,5.564137,2.0,4K,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,41.44,Seller_259,Redmond,WA,United States,162,58,0.7364,0,23.0,93.7
2 Pack Ring V4 Battery For Ring Camera Doorbell Solar Floodligh 2/3/4/3 plus US,Ring,Ring 2 3 4 Battery,,Doorbell Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,20.99,,0.0,0.0,0,Budget (<$25),3.090588,,8.0,91.0,0.0808,Low Demand,167.92,2.197225,5.129425,9.5394,Unknown,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,2,1,32.81,Seller_260,Ontario,California,United States,1,14,0.0667,1,5.0,98.6
SimpliSafe Video Doorbell Camera Wi-Fi Wired Camera 1080p,Simplisafe,,0843261113870,Simplisafe,Security Cameras,Other/Generic,Other Brand,New,5,58.0,,0.0,0.0,0,Value ($25–$75),4.077537,,6.0,4.0,0.6,Low Demand,348.0,1.94591,5.855072,2.0,1080P,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,24.0,Seller_261,Maumelle,AR,United States,168,11,0.9385,0,,
8 Channel H.265 1080P DVR for Security Camera System 1TB Hard Drive USA,Floureon,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,109.99,,0.0,0.0,0,Mid-Range ($75–$200),4.70944,13.75,10.0,10.0,0.5,Low Demand,1099.9,2.397895,7.003883,3.1623,1080P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,1,49.76,Seller_184,Los Angeles,California,United States,1,13,0.0714,1,3.0,99.2
Reolink  1224A 12MP PoE Security Camera Smart Color Night Vision Two-Way Audio,Reolink,PC1224AD6K01,,Bullet Camera,Security Cameras,Reolink,Prosumer,New,5,129.99,,0.0,0.0,0,Mid-Range ($75–$200),4.875121,,85.0,20.0,0.8095,Medium Demand,11049.15,4.454347,9.310199,4.4721,2K/2MP,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,61.9,Seller_3,Houston,Texas,United States,1,28,0.0345,1,6.0,98.4
2PCS Hiseeu WIFI Solar Battery Outdoor 4MP Wireless Security Camera 2-Way Audio,Hiseeu,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,69.99,87.49,20.0,17.5,1,Value ($25–$75),4.262539,,320.0,10.0,0.9697,High Demand,22396.8,5.771441,10.016718,3.1623,4MP,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,2,74.46,Seller_39,Hanover,Maryland,United States,1,28,0.0345,1,4.0,98.9
ANNKE 4K 8MP Audio POE IP Security Camera Outdoor IP67 Color Night Vision C800,Annke,I91DF,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,219.96,,0.0,0.0,0,Premium ($200–$500),5.397982,,13.0,100.0,0.115,Medium Demand,2859.48,2.639057,7.958745,10.0,4K,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,34.36,Seller_29,Rowland Heights,CA,United States,162,60,0.7297,0,3.0,99.2
Aosu 3MP Solar Camera Outdoor Wireless WiFi Camera for Home Surveillance,Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,48.0,,0.0,0.0,0,Value ($25–$75),3.89182,,23.0,10.0,0.697,Medium Demand,1104.0,3.178054,7.007601,3.1623,3MP,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,52.87,Seller_229,Chino,California,United States,1,28,0.0345,1,61.0,83.3
eufy SoloCam S220 2K Solar Powered Wireless Outdoor Security Camera - 2 Pack,Eufy,T8134,194644131579,Camera,Security Cameras,Eufy (Anker),Premium Consumer,New,5,129.99,229.99,43.48,100.0,1,Mid-Range ($75–$200),4.875121,,3.0,7.0,0.3,Low Demand,389.97,1.386294,5.968631,2.6458,2K/2MP,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,2,2,54.89,Seller_262,Multiple,United States,United States,162,20,0.8901,0,2.0,99.5
Blink Outdoor (4th Gen) Add-On Home Security Camera | HD Video work with XT1 XT2,Smartsecurity,Blink Outdoor Indoor Camera,,Camera,Security Cameras,Blink (Amazon),Other Brand,Open Box,4,36.99,,0.0,0.0,0,Value ($25–$75),3.637323,,56.0,10.0,0.8485,Medium Demand,2071.44,4.043051,7.636482,3.1623,720P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,58.18,Seller_106,Branford,Connecticut,United States,3,216,0.0137,0,70.0,80.8
SimpliSafe 12-Piece Home Security System with HD Camera & Smoke Detector SS-1500,Simplisafe,SS-1500,815017020459,Other,IP/Smart Camera Systems,Other/Generic,Other Brand,Open Box,4,139.51,,0.0,0.0,0,Mid-Range ($75–$200),4.945279,,1.0,2.0,0.3333,Low Demand,139.51,0.693147,4.945279,1.4142,720P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,43.09,Seller_263,Haltom City,TX,United States,162,60,0.7297,0,3.0,99.2
"Genuine Battery A-7a A-14 for Arlo Go 2, Ultra 2 XL ,Pro 4 XL ,Pro 5s 2K XL",Unknown,"308-50012-01, 308-50002-01, 308-10069-01, A-14, 308-50034-01, A-7",,Battery,Accessories,Arlo,Generic/Unknown,New,5,38.99,,0.0,0.0,0,Value ($25–$75),3.688629,,19.0,10.0,0.6552,Medium Demand,740.81,2.995732,6.609093,3.1623,2K/2MP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,51.68,Seller_15,Los Angeles,California,United States,1,65,0.0152,1,55.0,84.9
SANNCE 3MP WIFI Security Camera System Outdoor Wireless Two Way Audio 16CH NVR,Sannce,N98WHG0-74GL,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,129.49,,0.0,0.0,0,Mid-Range ($75–$200),4.871297,8.09,730.0,100.0,0.8795,High Demand,94527.7,6.594413,11.456659,10.0,3MP,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,16.0,1,3,64.85,Seller_29,Flanders,NJ,United States,162,60,0.7297,0,4.0,98.9
1~4PCS Hiseeu 3MP PTZ Security Camera 5G Wifi Night Vision Auto Track 24/7Record,Hiseeu,WHDA03,,Ptz Wifi Camera,Security Cameras,Other/Generic,Other Brand,New,5,35.99,37.88,4.99,1.89,1,Value ($25–$75),3.610648,,1.0,10.0,0.0909,Low Demand,35.99,0.693147,3.610648,3.1623,3MP,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,34.89,Seller_55,Shepherdsville,Kentucky,United States,1,27,0.0357,1,3.0,99.2
ANNKE 8CH 12MP NVR POE 5MP AI Color Night Vision Security Camera System Outdoor,Annke,AU-N98PBK0-58EM,,Turret Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,377.99,539.99,30.0,162.0,1,Premium ($200–$500),5.93751,47.25,265.0,10.0,0.9636,High Demand,100167.35,5.583496,11.514608,3.1623,5MP,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8.0,1,3,76.55,Seller_14,Hebron,KY,United States,161,61,0.7252,0,12.0,96.7
2MP 180° Panoramic Fisheye Dome TVI 4IN1 CCTV Security Camera Metal Housing,Unknown,,,Dome Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,22.99,,0.0,0.0,0,Budget (<$25),3.177637,,39.0,63.0,0.3824,Medium Demand,896.61,3.688879,6.799736,7.9373,2K/2MP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,43.5,Seller_59,Arlington Heights,IL,United States,162,19,0.895,0,22.0,94.0
Lorex E893AB 4K UHD Smart Deterrence Outdoor Network Bullet Camera,Lorex,,,Bullet Camera,Security Cameras,Lorex,Prosumer,New,5,84.55,,0.0,0.0,0,Mid-Range ($75–$200),4.449101,,202.0,10.0,0.9528,High Demand,17079.1,5.313206,9.745669,3.1623,4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,67.96,Seller_130,Franklin Park,IL,United States,168,11,0.9385,0,2.0,99.5
Google Nest Doorbell (Battery) Replacement Mounting Bracket / Wall Mount,Google Nest,,,Doorbell Camera,Security Camera Brackets & Mounts,Google Nest,Premium Consumer,New,5,9.0,,0.0,0.0,0,Budget (<$25),2.302585,,67.0,10.0,0.8701,Medium Demand,603.0,4.219508,6.403574,3.1623,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,64.14,Seller_73,Houston,TX,United States,169,11,0.9389,0,8.0,97.8
HTZSAFE 1/2 Mile Solar Power Driveway Alarm System 1 Receiver + 3 Sensors,Htzsafe,,,Driveway Alarm,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,119.99,,0.0,0.0,0,Mid-Range ($75–$200),4.795708,,20.0,10.0,0.6667,Medium Demand,2399.8,3.044522,7.783557,3.1623,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,55.59,Seller_36,Houston,TX,United States,168,46,0.785,0,13.0,96.4
Lot Of 10 Samsung SCC131A SCC130B SCC130A Digital Color Cameras - UNTESTED,Samsung,,,Box Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,46.76,59.95,22.0,13.19,1,Value ($25–$75),3.866188,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,6.6,Seller_264,Talihina,OK,United States,167,11,0.9382,0,,
Zmodo WiFi Camera Power adapter (5V / 2A),Zmodo,PA-0502,889490018937,Cable/Accessory,Accessories,Other/Generic,Other Brand,New,5,8.99,,0.0,0.0,0,Budget (<$25),2.301585,,482.0,6.0,0.9877,High Demand,4333.18,6.180017,8.374288,2.4495,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,68.85,Seller_265,Champaign,IL,United States,162,60,0.7297,0,8.0,97.8
SANNCE 8CH DVR 1080P Video Security Camera System CCTV Outdoor Human Detection,Sannce,SU-DT81BD-51FE,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,58.49,89.99,35.0,31.5,1,Value ($25–$75),4.085808,7.31,490.0,10.0,0.98,High Demand,28660.1,6.196444,10.263296,3.1623,1080P,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,8.0,1,2,78.89,Seller_117,Flanders,NJ,United States,161,61,0.7252,0,10.0,97.3
Visonic MCT-302 SMA Wireless Door/Window Contact - Brand New,Sma,,780245006813,Wireless Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,13.49,,0.0,0.0,0,Budget (<$25),2.673459,,195.0,10.0,0.9512,High Demand,2630.55,5.278115,7.875328,3.1623,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,66.82,Seller_92,Chino,CA,United States,162,18,0.9,0,15.0,95.9
Arlo Indoor Pan Tilt Camera Essential Vmc3073-100nas,Arlo,,,Camera,Security Cameras,Arlo,Premium Consumer,New,5,30.0,,0.0,0.0,0,Value ($25–$75),3.433987,,3.0,6.0,0.3333,Low Demand,90.0,1.386294,4.51086,2.4495,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,43.09,Seller_266,,,,0,0,,0,3.0,99.2
Arlo Essential Security Camera 2K Outdoor 2ndGen Wireless with Spotlight. NEW,Arlo,VMC3050-100NAS,193108145657,Camera,Security Cameras,Arlo,Premium Consumer,New,5,36.99,,0.0,0.0,0,Value ($25–$75),3.637323,,3.0,9.0,0.25,Low Demand,110.97,1.386294,4.718231,3.0,2K/2MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,1,39.19,Seller_267,,,,0,0,,0,10.0,97.3
Smart Wireless WiFi Video Doorbell Phone Door Ring Intercom Security Camera Bell,The Perfect Part,NOT SPECIFIED,,Doorbell Camera,Security Cameras,Ring (Amazon),Other Brand,New,5,35.89,,0.0,0.0,0,Value ($25–$75),3.607941,,121.0,10.0,0.9237,Medium Demand,4342.69,4.804021,8.376479,3.1623,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,66.05,Seller_96,,,,0,0,,0,11.0,97.0
BNC Male to Dual BNC Female Connector Adapter T Shape Splitter Coaxial Cable Lot,Electro-Store4U,,,Cable/Accessory,Accessories,Other/Generic,Other Brand,New,5,6.75,,0.0,0.0,0,Budget (<$25),2.047693,,18.0,10.0,0.6429,Medium Demand,121.5,2.944439,4.808111,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,41.26,Seller_112,Deer Park,New York,United States,168,11,0.9385,0,176.0,51.8
