title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,sell_through_rate,demand_tier,revenue_proxy_usd,log_sold,log_revenue_proxy,sqrt_available,resolution_class,has_night_vision,has_color_night,has_wide_angle,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score
5x5 mm,Unknown,,,Box Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,37.5,,0.0,0.0,0,Value ($25–$75),3.650658,,60.0,10.0,0.8571,Medium Demand,2250.0,4.110874,7.71913,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,63.71,Seller_268,SHEN ZHEN,China,United States,1,76,0.013,1,7.0,98.1
Blink Add-On Sync Module 2,Blink,53-024486,,Other,Security Cameras,Blink (Amazon),Premium Consumer,New,5,31.99,,0.0,0.0,0,Value ($25–$75),3.496204,,7.0,3.0,0.7,Low Demand,223.93,2.079442,5.415789,1.7321,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,56.68,Seller_269,McHenry,Illinois,United States,168,11,0.9385,0,16.0,95.6
New Sealed LED IR Illuminator Night Vision 850nm Infrared S-SA1-60-C-IR,Unbranded/Generic,,,Ir Illuminator Array Infrared Lamps,Surveillance Illuminators,Other/Generic,Other Brand,New,5,14.99,,0.0,0.0,0,Budget (<$25),2.771964,,43.0,7.0,0.86,Medium Demand,644.57,3.78419,6.470134,2.6458,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,34.4,Seller_270,Chino Hills,California,United States,168,11,0.9385,0,,
ANNKE 4K 8MP 5MP 1080P Video Outdoor Security Camera Night Vision for DVR Kits,Annke,ANNKE Cam,,Bullet/ Dome For Option!,Security Cameras,Other/Generic,Other Brand,New,5,125.79,,0.0,0.0,0,Mid-Range ($75–$200),4.842532,,40.0,10.0,0.8,Medium Demand,5031.6,3.713572,8.523692,3.1623,4K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,1,2,58.97,Seller_74,Hebron,Kentucky,United States,162,60,0.7297,0,37.0,89.9
ANNKE 8CH 16CH 12MP NVR POE Security IP Network Video Recorder H.265+ Remote APP,Annke,N98PBK/N46PCK,,NVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,103.41,129.99,20.45,26.58,1,Mid-Range ($75–$200),4.648325,12.93,49.0,10.0,0.8305,Medium Demand,5067.09,3.912023,8.530719,3.1623,2K/2MP,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.0,1,1,68.46,Seller_117,Flanders,New Jersey,United States,161,61,0.7252,0,11.0,97.0
SONOFF SNZB-05P Zigbee 3.0 Water Leak Detector IP67 Waterproof Remote Control,Sonoff,,,Water Leak Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,9.99,14.99,33.36,5.0,1,Budget (<$25),2.396986,,84.0,10.0,0.8936,Medium Demand,839.16,4.442651,6.733592,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,74.85,Seller_271,Whippany,New Jersey,United States,1,30,0.0323,1,11.0,97.0
DC Power Extension Cable 5.5mm x 2.1mm Male Female Cord 18AWG 12V 24V 10A,Jacobsparts,DCEXT-G_M,,Extension Cable,Accessories,Other/Generic,Other Brand,New,5,11.99,,0.0,0.0,0,Budget (<$25),2.56418,,1231.0,10.0,0.9919,Viral (Top 5%),14759.69,7.116394,9.599723,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,69.53,Seller_22,Indianapolis,Indiana,United States,168,11,0.9385,0,2.0,99.5
Plant Vase Case for Ring Indoor Cam - Cover Faux Nanny,Decaldino,,,Case,Security Camera Cases & Housings,Ring (Amazon),Other Brand,New,5,20.49,,0.0,0.0,0,Budget (<$25),3.067588,,427.0,10.0,0.9771,High Demand,8749.23,6.059123,9.076835,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,60.29,Seller_272,Madison,Wisconsin,United States,169,11,0.9389,0,107.0,70.7
Hiseeu WIFI Solar Battery Outdoor 4MP HD Wireless Security Camera 2Way Audio,Hiseeu,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,36.99,41.1,10.0,4.11,1,Value ($25–$75),3.637323,,669.0,10.0,0.9853,High Demand,24746.31,6.507278,10.116472,3.1623,4MP,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,72.08,Seller_39,Annapolis Junction,Maryland,United States,1,28,0.0345,1,4.0,98.9
"Lorex 2K Wi-Fi Video Doorbell 32GB (Wired, White, Single) - Open Box",Lorex,B451AJD,,Other,Security Cameras,Lorex,Prosumer,Used,2,79.99,,0.0,0.0,0,Mid-Range ($75–$200),4.394326,,31.0,10.0,0.7561,Medium Demand,2479.69,3.465736,7.816292,3.1623,2K/2MP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,1,60.09,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2.0,99.5
ZOSI 2Pack C296 4K 8MP PoE IP PTZ Dome Security Camera Add-on Outdoor With Cable,Zosi,,,Dome Camera,Security Cameras,Other/Generic,Other Brand,New,5,119.99,,0.0,0.0,0,Mid-Range ($75–$200),4.795708,,96.0,10.0,0.9057,Medium Demand,11519.04,4.574711,9.351843,3.1623,4K,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,2,1,63.53,Seller_35,City Of Industry,CA,United States,1,20,0.0476,1,33.0,91.0
Wuloo 1800feet Long Range Solar Driveway Alarms Wireless Motion Sensor for Home,Wuloo,,,Driveway Alarm System,Alarm Systems,Other/Generic,Other Brand,New,5,44.99,,0.0,0.0,0,Value ($25–$75),3.828424,,291.0,4.0,0.9864,High Demand,13092.09,5.676754,9.47984,2.0,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,68.98,Seller_116,Hebron,Kentucky,United States,168,53,0.7602,0,6.0,98.4
"8CH Home Security Camera System with 1TB HDD, 5MP Lite DVR, 1080P Indoor/Outdoor",Jousecu,,705353045271,Other,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,172.95,,0.0,0.0,0,Mid-Range ($75–$200),5.158768,21.62,1.0,1.0,0.5,Low Demand,172.95,0.693147,5.158768,1.0,5MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,8.0,1,1,49.85,Seller_273,Denver,Colorado,United States,1,15,0.0625,1,2.0,99.5
Brand New SimpliSafe Outdoor Security Camera Series 2 (CM021) Fast Free Shipping,Simplisafe,U9K-CM0210,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,129.95,,0.0,0.0,0,Mid-Range ($75–$200),4.874816,,1.0,1.0,0.5,Low Demand,129.95,0.693147,4.874816,1.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,20.0,Seller_274,Dover,Delaware,United States,168,11,0.9385,0,,
Ring Floodlight Cam Pro 4K Wired 2nd gen Sealed White,Ring,,,Floodlight Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,151.0,,0.0,0.0,0,Mid-Range ($75–$200),5.023881,,18.0,33.0,0.3529,Medium Demand,2718.0,2.944439,7.908019,5.7446,4K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,43.79,Seller_12,Oviedo,Florida,United States,168,11,0.9385,0,4.0,98.9
"Avertx 4MP Mini IP Bullet In/Outdoor Night Vision Camera AVX-HD420IR HD420, NEW",Avertx,AVX-HD420IR HD420,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,142.49,149.99,5.0,7.5,1,Mid-Range ($75–$200),4.966265,,8.0,2.0,0.8,Low Demand,1139.92,2.197225,7.03959,1.4142,4MP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,33.5,Seller_130,Elmwood Park,Illinois,United States,168,11,0.9385,0,,
eufy S220 SoloCam Solar Security Camera 2K Wi-Fi Wireless Outdoor |Refurb,Eufy,AKT8134,194644322960,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,49.99,59.99,16.67,10.0,1,Value ($25–$75),3.93163,,72.0,,1.0,Medium Demand,3599.28,4.290459,8.188767,0.0,2K/2MP,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,1,2,74.85,Seller_4,Ontario,California,United States,162,24,0.871,0,2.0,99.5
ANNKE 4IN1 5MP Security Camera Full Color Night Vision Outdoor Audio Recording,Annke,AN-CR1CW0102,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,26.59,,0.0,0.0,0,Value ($25–$75),3.317453,,749.0,10.0,0.9868,High Demand,19915.91,6.620073,9.899324,3.1623,5MP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,68.66,Seller_14,Rowland Heights,California,United States,162,60,0.7297,0,10.0,97.3
Blink Sync Module 2 for existing Blink Outdoor (3rd Gen) Home Security Systems,Blink,,,Camera,Security Cameras,Blink (Amazon),Premium Consumer,Open Box,4,31.99,,0.0,0.0,0,Value ($25–$75),3.496204,,771.0,2.0,0.9974,High Demand,24664.29,6.648985,10.113152,1.4142,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,0,67.59,Seller_106,Branford,Connecticut,United States,48,164,0.2264,0,28.0,92.3
eufy Cam S300 3C 3-Cam Kit 4K Outdoor Camera Wireless Spotlight Bionicmind AI,Eufy,T8882121,,Camera,Security Cameras,Eufy (Anker),Premium Consumer,New,5,279.95,,0.0,0.0,0,Premium ($200–$500),5.638177,,15.0,10.0,0.6,Medium Demand,4199.25,2.772589,8.342899,3.1623,4K,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,1,1,53.85,Seller_275,,,,0,0,,0,2.0,99.5
BRAND NEW SimpliSafe Base Station - Current Gen 3 (Latest) + Power Adapter,Simplisafe,,843261112729,Base System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,27.95,,0.0,0.0,0,Value ($25–$75),3.36557,,386.0,8.0,0.9797,High Demand,10788.7,5.958425,9.286347,2.8284,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,68.77,Seller_100,Voorhees,New Jersey,United States,168,11,0.9385,0,5.0,98.6
VIVOSUN GrowCam C4 2K QHD WiFi Smart Camera Timelapse Night Vision Indoor Plants,Vivousn,,,Smart Camera For Grow Tent,Security Cameras,Other/Generic,Other Brand,New,5,44.99,,0.0,0.0,0,Value ($25–$75),3.828424,,78.0,10.0,0.8864,Medium Demand,3509.22,4.369448,8.163434,3.1623,2K/2MP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,65.31,Seller_276,Ontario,California,United States,1,28,0.0345,1,2.0,99.5
eufy E220 Indoor Security Camera 3MP Wi-Fi Baby Pet Monitor Night Vision|Refurb,Eufy,AKT8410,786513667403,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,28.49,54.99,48.19,26.5,1,Value ($25–$75),3.384051,,1409.0,400.0,0.7789,Viral (Top 5%),40142.41,7.251345,10.600214,20.0,3MP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,1,2,75.46,Seller_4,Ontario,California,United States,162,24,0.871,0,2.0,99.5
ARCCTV Solar Battery Powered Wireless Security Camera System WiFiIP Outdoor Home,Arcctv,CP0000000331,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,209.99,329.99,36.36,120.0,1,Premium ($200–$500),5.351811,,1387.0,10.0,0.9928,Viral (Top 5%),291256.13,7.235619,12.581962,3.1623,Unknown,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,80.14,Seller_87,Perth Amboy,New Jersey,United States,1,151,0.0066,1,6.0,98.4
360° 1080P IP E27 Light Bulb Camera Wi-Fi IR Night Smart Home Wireless Security,The Perfect Part,,698596305991,Camera,Security Cameras,Other/Generic,Other Brand,New,5,16.99,,0.0,0.0,0,Budget (<$25),2.889816,,5304.0,10.0,0.9981,Viral (Top 5%),90114.96,8.576405,11.408853,3.1623,1080P,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,69.77,Seller_194,Pompano Beach,Florida,United States,1,107,0.0093,1,2.0,99.5
Cartell CP4 Vehicle Sensor Kit Exit Wand 5 Wire  Exit Vehicle Detector - CP-4,Cartell,CP4-100-5W,4893993199266,Vehicle Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,199.95,,0.0,0.0,0,Mid-Range ($75–$200),5.303056,,50.0,6.0,0.8929,Medium Demand,9997.5,3.931826,9.21019,2.4495,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,1,1,62.75,Seller_277,Hialeah,Florida,United States,168,11,0.9385,0,36.0,90.1
ZOSI 4K 16CH NVR 5MP/8MP Security IP Camera System Waterproof AI Detect Audio,Zosi,,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,316.34,,0.0,0.0,0,Premium ($200–$500),5.759974,19.77,68.0,9.0,0.8831,Medium Demand,21511.12,4.234107,9.976372,3.0,4K,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,16.0,1,2,64.42,Seller_35,Hebron,Kentucky,United States,1,20,0.0476,1,11.0,97.0
JENNOV Security Camera System Outdoor Wireless Audio Wifi Home CCTV 5MP 10CH NVR,Jennov,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,409.99,,0.0,0.0,0,Premium ($200–$500),6.018569,41.0,8.0,10.0,0.4444,Low Demand,3279.92,2.197225,8.095879,3.1623,5MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,10.0,1,2,47.36,Seller_278,Grand Prairie,Texas,United States,167,12,0.933,0,5.0,98.6
eufy SoloCam E42 HD 4K Solar Wireless Security Camera Outdoor Strobe Light AI,Eufy,AKT8173,194644396848,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,380.0,599.99,36.67,219.99,1,Premium ($200–$500),5.942799,,136.0,20.0,0.8718,Medium Demand,51680.0,4.919981,10.852845,4.4721,4K,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,75.72,Seller_4,Ontario,California,United States,162,24,0.871,0,2.0,99.5
eufy SoloCam S3 Solar Wireless Security Camera 360°PTZ 3K Dual-Cam Night Vision,Eufy,AKT8170,194644178727,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,99.99,199.99,50.0,100.0,1,Mid-Range ($75–$200),4.615022,,5648.0,,1.0,Viral (Top 5%),564743.52,8.639234,13.244129,0.0,3MP,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,84.85,Seller_4,Ontario,California,United States,162,24,0.871,0,2.0,99.5
DC Power Pigtail Cable Plug 18AWG 2.1mm x 5.5mm 12V 5A Male & Female Pack Lot,Satmaximum,"530113, 530119",,Dc Power Connector,Accessories,Other/Generic,Other Brand,New,5,55.99,,0.0,0.0,0,Value ($25–$75),4.042876,,670.0,10.0,0.9853,High Demand,37513.3,6.508769,10.532477,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,57.89,Seller_7,Deer Park,New York,United States,208,11,0.9498,0,140.0,61.6
Swann 2K HD Wire-Free Wireless Security camera System Battery Powered Record 8CH,Swann,,6901425847949,3 X Wire-Free Cameras & Nvr Tower,IP/Smart Camera Systems,Swann,Prosumer,New,5,134.99,,0.0,0.0,0,Mid-Range ($75–$200),4.912581,16.87,2.0,8.0,0.2,Low Demand,269.98,1.098612,5.602045,2.8284,2K/2MP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,1,1,35.45,Seller_279,Whippany,New Jersey,United States,162,20,0.8901,0,31.0,91.5
Axis M3115-LVE Outdoor Network Dome Camera - White,Axis,M3115,7331021065765,Dome Camera,Uncategorized,Other/Generic,Premium Enterprise,Open Box,4,97.0,,0.0,0.0,0,Mid-Range ($75–$200),4.584967,,1.0,10.0,0.0909,Low Demand,97.0,0.693147,4.584967,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,3.64,Seller_280,Riverview,Florida,United States,168,11,0.9385,0,,
"2x Genuine Battery V4 For Ring Battery Doorbell Plus/Pro, Video Doorbell 2/3/4",Rin.G,"V4, 5AT3S3, 5F53E9, 5F77E9, 5F79E9",,Video Doorbell Camera Battery,Security Cameras,Ring (Amazon),Other Brand,New,5,32.9,,0.0,0.0,0,Value ($25–$75),3.523415,,165.0,10.0,0.9429,High Demand,5428.5,5.111988,8.599602,3.1623,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,65.59,Seller_61,Rancho Cucamonga,California,United States,1,14,0.0667,1,26.0,92.9
AOSU Video Doorbell Pro V8P1AX11 + WiFi Homebase Black/Space Gray Open Box,Aosu,V8P1AX11,,Doorbell Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,39.9,,0.0,0.0,0,Value ($25–$75),3.71113,,33.0,10.0,0.7674,Medium Demand,1316.7,3.526361,7.183643,3.1623,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,1,59.14,Seller_178,Sweet Grass,Montana,United States,168,11,0.9385,0,19.0,94.8
Hiseeu 5MP Wireless Wifi Security Camera System 10CH NVR 10''LCD Monitor Lot,Hiseeu,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,39.99,,0.0,0.0,0,Value ($25–$75),3.713328,4.0,239.0,8.0,0.9676,High Demand,9557.61,5.480639,9.165198,2.8284,5MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10.0,1,2,68.22,Seller_39,Jersey City,New Jersey,United States,1,28,0.0345,1,6.0,98.4
DVR9208 8 Channel Video Recorder - With 2 Hard Drives One Is 1.5TB,Unknown,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Generic/Unknown,Used,2,119.91,157.77,24.0,37.86,1,Mid-Range ($75–$200),4.795046,14.99,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,1,0,7.2,Seller_281,Seattle,Washington,United States,162,59,0.733,0,1738.0,0.0
ExacqVision IPS-2000-R2-L Exacq Network Digital Video Recorder,Exacqvision,,,NVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,270.0,,0.0,0.0,0,Premium ($200–$500),5.602119,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,28.92,Seller_282,Greer,South Carolina,United States,14,11,0.56,0,13.0,96.4
"Personal Media Center-Mustek Pvr-h140 Voice Recoder, Photo Player, Movie Player",Mustek,,,Complete System,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,14.99,,0.0,0.0,0,Budget (<$25),2.771964,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,17.91,Seller_283,Albuquerque,New Mexico,United States,168,11,0.9385,0,147.0,59.7
PSI PowerTec Solutions PS18L-U2 NXG-Vision MicroUPS 3.5 mm x 1.35 mm Jack,Powertech Solutions International,,,Ups,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,40.0,,0.0,0.0,0,Value ($25–$75),3.713572,,,3.0,0.0,No Sales Data,0.0,0.0,0.0,1.7321,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,Seller_284,Santa Rosa,California,United States,162,58,0.7364,0,,
8CH DVR XVR5108HS-I3,Unknown,,,8Ch Dvr,Surveillance Dvrs & Nvrs,Other/Generic,Generic/Unknown,New,5,140.0,,0.0,0.0,0,Mid-Range ($75–$200),4.94876,17.5,1.0,4.0,0.2,Low Demand,140.0,0.693147,4.94876,2.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.0,1,1,8.0,Seller_110,Miami,Florida,United States,168,11,0.9385,0,,
SimpliSafe Home Security System Indoor Camera 8 Piece Kit New Sealed. Fast Ship,Simplisafe,,843261113962,Complete System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,98.99,,0.0,0.0,0,Mid-Range ($75–$200),4.60507,,8.0,3.0,0.7273,Low Demand,791.92,2.197225,6.675722,1.7321,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,58.19,Seller_285,Hazleton,Pennsylvania,United States,168,11,0.9385,0,11.0,97.0
Night Owl 1080p Wireless Add-On Battery Powered Camera BWNIP-2TA-BS-V4,Night Owl,,,Camera,Security Cameras,Other/Generic,Other Brand,Used,2,29.95,,0.0,0.0,0,Value ($25–$75),3.432373,,17.0,2.0,0.8947,Medium Demand,509.15,2.890372,6.234705,1.4142,1080P,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,62.1,Seller_20,Holliston,Massachusetts,United States,162,53,0.7535,0,45.0,87.7
10M 33ft WiFi Antenna Extension Cable Cord for Wireless Security Camera RP-SMA,Unknown,,,Wifi Antenna,Accessories,Other/Generic,Generic/Unknown,New,5,12.95,,0.0,0.0,0,Budget (<$25),2.63548,,170.0,13.0,0.929,High Demand,2201.5,5.141664,7.697348,3.6056,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,54.26,Seller_286,Philadelphia,Pennsylvania,United States,169,11,0.9389,0,157.0,57.0
ANNKE 5in1 16CH 1080P Lite DVR 2MP Video Recorder for CCTV Home Security System,Annke,AU-DT61BS000,,DVR,IP/Smart Camera Systems,Other/Generic,Other Brand,Used,2,79.79,132.99,40.0,53.2,1,Mid-Range ($75–$200),4.391853,4.99,146.0,10.0,0.9359,Medium Demand,11649.34,4.990433,9.363091,3.1623,2K/2MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16.0,1,1,79.11,Seller_14,Flanders,New Jersey,United States,162,60,0.7297,0,4.0,98.9
Security Camera Junction Box,Unknown,W2225147XLZ8PEZ,,Security Camera Junction Box,Accessories,Other/Generic,Generic/Unknown,New,5,9.99,,0.0,0.0,0,Budget (<$25),2.396986,,383.0,10.0,0.9746,High Demand,3826.17,5.950643,8.249881,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,56.32,Seller_287,Maspeth,New York,United States,169,11,0.9389,0,154.0,57.8
100 PCS Nylon Universal Cable Tie Buckle，Heavy Duty Self-Locking Zip Ties Holder,Unknown,,,Cable Ties,Security Cameras,Other/Generic,Generic/Unknown,New,5,7.5,,0.0,0.0,0,Budget (<$25),2.140066,,23.0,1.0,0.9583,Medium Demand,172.5,3.178054,5.156178,1.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,68.09,Seller_81,Bordentown,New Jersey,United States,1,13,0.0714,1,3.0,99.2
ANNKE 12MP 8CH NVR 4K Color Dual-Lens POE Security Camera System Two Way Audio,Annke,N98PBK-91ET,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,188.49,,0.0,0.0,0,Mid-Range ($75–$200),5.244336,23.56,11.0,19.0,0.3667,Medium Demand,2073.39,2.484907,7.637422,4.3589,4K,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,8.0,1,2,28.56,Seller_29,,,,0,0,,0,196.0,46.3
ONVIF CCTV NVR 4 Channel Network DVR Video Recorder 1 TB,Nvr,,,Monitor/Display,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,112.5,,0.0,0.0,0,Mid-Range ($75–$200),4.731803,28.12,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.0,1,1,1.8,Seller_288,Miami,FL,United States,168,11,0.9385,0,343.0,6.0
NEW No Box Lorex 4K 8MP IP Metal Dome PoE Wired Security Camera,Lorex,E842CDB,695529052168,Dome Camera,Security Cameras,Lorex,Prosumer,Open Box,4,80.0,,0.0,0.0,0,Mid-Range ($75–$200),4.394449,,,,,No Sales Data,0.0,0.0,0.0,0.0,4K,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,Seller_289,Riverside,RI,United States,168,11,0.9385,0,,
Lorex E895AB 4K Deterrence Bullet PoE IP Wired Add-On Security Camera - B Grade,Lorex,E895AB,,Bullet Camera,Uncategorized,Lorex,Prosumer,Used,2,54.99,,0.0,0.0,0,Value ($25–$75),4.025173,,44.0,1.0,0.9778,Medium Demand,2419.56,3.806662,7.791754,1.0,4K,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,68.78,Seller_168,Grand Rapids,MI,United States,162,19,0.895,0,4.0,98.9
ZOSI 3K Lite Security Camera System 8 Bullet Cameras 1TB,Zosi,,,Securitycamerasystem,Security Cameras,Other/Generic,Other Brand,New,5,387.56,,0.0,0.0,0,Premium ($200–$500),5.962448,,,3.0,0.0,No Sales Data,0.0,0.0,0.0,1.7321,3MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0,Seller_290,Thousand Oaks,California,United States,64,148,0.3019,0,,
ANNKE 8CH 16CH H.265+ 5MP Lite DVR Recorder for CCTV Home Security Camera System,Annke,DW81KN/DW61LN,,Digital Video Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,59.99,99.99,40.0,40.0,1,Value ($25–$75),4.11071,7.5,374.0,10.0,0.974,High Demand,22436.26,5.926926,10.018478,3.1623,5MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,1,77.09,Seller_14,Flanders,New Jersey,United States,161,61,0.7252,0,47.0,87.1
